gene_name	length	exons
SNORD18C	68	1
SNORD19	77	1
SNORD19B	94	1
SNORD1A	75	1
SNORD1B	87	1
SNORD1C	79	1
SNORD2	71	1
SNORD20	81	1
SNORD21	96	1
SNORD22	127	1
SNORD23	111	1
SNORD24	76	1
SNORD25	68	1
SNORD26	76	1
SNORD27	73	1
SNORD28	76	1
SNORD29	66	1
SNORD30	71	1
SNORD31	69	1
SNORD32A	83	1
SNORD32B	78	1
SNORD33	84	1
SNORD34	67	1
SNORD35A	87	1
SNORD35B	88	1
SNORD36A	73	1
SNORD36B	72	1
SNORD36C	68	1
SNORD37	67	1
SNORD38A	72	1
SNORD38B	70	1
SNORD41	71	1
SNORD42A	64	1
SNORD42B	68	1
SNORD43	63	1
SNORD44	62	1
SNORD45A	85	1
SNORD45B	72	1
SNORD45C	79	1
SNORD46	99	1
SNORD47	78	1
SNORD48	129	2
SNORD49A	72	1
SNORD49B	49	1
SNORD4A	73	1
SNORD4B	75	1
SNORD5	74	1
SNORD50A	76	1
SNORD50B	72	1
SNORD51	71	1
SNORD52	65	1
SNORD53	77	1
SNORD54	64	1
SNORD55	75	1
SNORD56	72	1
SNORD56B	72	1
SNORD57	73	1
SNORD58A	66	1
SNORD58B	67	1
SNORD58C	91	1
SNORD59A	76	1
SNORD59B	76	1
SNORD6	72	1
SNORD60	84	1
SNORD61	74	1
SNORD62A	87	1
SNORD62B	87	1
SNORD63	69	1
SNORD64	68	1
SNORD65	74	1
SNORD66	77	1
SNORD67	112	1
SNORD68	73	1
SNORD69	78	1
SNORD7	98	1
SNORD70	89	1
SNORD71	87	1
SNORD72	81	1
SNORD73A	66	1
SNORD74	73	1
SNORD75	61	1
SNORD76	82	1
SNORD77	62	1
SNORD78	55	1
SNORD79	82	1
SNORD8	110	1
SNORD80	72	1
SNORD81	44	1
SNORD82	76	1
SNORD83A	96	1
SNORD83B	94	1
SNORD84	79	1
SNORD85	76	1
SNORD86	87	1
SNORD87	77	1
SNORD88A	98	1
SNORD88B	98	1
SNORD88C	98	1
SNORD89	115	1
SNORD9	104	1
SNORD90	108	1
SNORD91A	93	1
SNORD91B	87	1
SNORD92	90	1
SNORD93	75	1
SNORD94	138	1
SNORD95	64	1
SNORD96A	73	1
SNORD96B	73	1
SNORD97	143	1
SNORD98	68	1
SNORD99	81	1
SNPH	5000	6
SNRK	5222	7
SNRK-AS1	3478	3
SNRNP200	6209	38
SNRNP25	1091	5
SNRNP27	2343	8
SNRNP35	2442	4
SNRNP40	1634	10
SNRNP48	4182	9
SNRNP70	2730	10
SNRPA	1635	6
SNRPA1	1068	9
SNRPB	1320	8
SNRPB2	1790	8
SNRPC	1223	6
SNRPD1	1702	5
SNRPD2	872	4
SNRPD2P2	763	1
SNRPD3	4221	5
SNRPE	1781	7
SNRPF	797	4
SNRPG	583	4
SNRPN	2185	16
SNTA1	2348	8
SNTB1	4982	7
SNTB2	9778	7
SNTG1	3534	20
SNTG2	1904	17
SNTN	1588	4
SNUPN	2289	11
SNURF	1513	12
SNW1	2139	14
SNX1	14524	16
SNX10	3126	10
SNX11	2665	9
SNX12	3033	7
SNX13	6070	23
SNX14	4102	30
SNX15	1947	8
SNX16	3465	9
SNX17	3020	19
SNX18	10433	4
SNX19	6298	12
SNX2	7342	16
SNX20	6152	6
SNX21	4728	8
SNX22	3764	8
SNX24	2144	7
SNX25	2750	16
SNX27	7097	12
SNX29	8112	20
SNX29P1	989	6
SNX29P2	1594	9
SNX3	2200	5
SNX30	7615	9
SNX31	2469	14
SNX32	1612	12
SNX33	3235	2
SNX4	2544	14
SNX5	2735	15
SNX6	3193	15
SNX7	1907	10
SNX8	4598	10
SNX9	4077	16
SOAT1	7122	17
SOAT2	2088	15
SOBP	6239	7
SOCS1	1218	2
SOCS2	4515	8
SOCS2-AS1	578	4
SOCS3	2739	2
SOCS4	7015	3
SOCS5	4665	3
SOCS6	5848	2
SOCS7	7988	10
SOD1	970	5
SOD2	1947	7
SOD3	1531	2
SOGA1	8743	17
SOGA3	11830	12
SOHLH1	2471	9
SOHLH2	3411	12
SON	11921	16
SORBS1	7382	31
SORBS2	8851	31
SORBS3	3216	20
SORCS1	12560	29
SORCS2	5740	24
SORCS3	5555	25
SORCS3-AS1	1296	2
SORD	3068	10
SORL1	10009	41
SORT1	7216	19
SOS1	8212	22
SOS2	5336	23
SOST	2302	2
SOSTDC1	1871	2
SOWAHA	3475	1
SOWAHB	2922	1
SOWAHC	4655	1
SOWAHD	1591	1
SOX1	4109	1
SOX10	2866	4
SOX11	8720	1
SOX12	4659	1
SOX13	4087	14
SOX14	2040	1
SOX15	1396	2
SOX17	2352	2
SOX18	1707	2
SOX2	2513	1
SOX2-OT	4093	10
SOX21	2920	1
SOX21-AS1	2988	2
SOX3	2075	1
SOX30	3478	7
SOX4	4879	1
SOX5	5016	22
SOX6	9810	21
SOX7	3280	2
SOX8	3052	3
SOX9	3937	3
SOX9-AS1	4537	9
SP1	9075	8
SP100	7323	27
SP110	2820	19
SP140	3184	23
SP140L	2734	19
SP2	3119	7
SP2-AS1	3163	5
SP3	6941	9
SP4	5806	6
SP5	1949	2
SP6	4029	3
SP7	3390	5
SP8	3732	3
SP9	1457	2
SPA17	942	5
SPACA1	1506	7
SPACA3	824	5
SPACA4	973	1
SPACA5	737	5
SPACA5B	599	4
SPACA6P	1972	8
SPACA6P-AS	3964	2
SPACA7	790	7
SPAG1	3943	19
SPAG11A	760	4
SPAG11B	1553	8
SPAG16	2949	18
SPAG17	5954	40
SPAG4	1295	11
SPAG5	3467	20
SPAG5-AS1	1368	3
SPAG6	3132	14
SPAG7	1032	7
SPAG8	2341	9
SPAG9	8653	32
SPAM1	3593	11
SPANXA1	420	2
SPANXA2	420	2
SPANXA2-OT1	1704	5
SPANXB1	471	2
SPANXC	443	2
SPANXD	694	2
SPANXN1	615	2
SPANXN2	545	2
SPANXN3	592	2
SPANXN4	433	2
SPANXN5	563	2
SPARC	6014	11
SPARCL1	4434	14
SPAST	5149	16
SPATA1	2050	13
SPATA12	2415	2
SPATA13	10641	19
SPATA13-AS1	436	3
SPATA16	2118	11
SPATA17	2286	11
SPATA17-AS1	423	3
SPATA18	4597	14
SPATA19	1103	8
SPATA2	4308	4
SPATA20	2840	18
SPATA21	2028	13
SPATA22	1813	12
SPATA24	684	6
SPATA25	721	2
SPATA2L	2342	3
SPATA3	875	5
SPATA3-AS1	3515	6
SPATA31A1	4263	4
SPATA31A3	4227	4
SPATA31A5	4230	4
SPATA31A6	4218	4
SPATA31A7	4227	4
SPATA31C1	3783	4
SPATA31C2	3765	4
SPATA31D1	4837	4
SPATA31D3	4931	4
SPATA31D4	4927	4
SPATA31D5P	4868	4
SPATA31E1	4451	4
SPATA32	1289	5
SPATA33	4577	9
SPATA4	1239	6
SPATA41	3553	4
SPATA42	722	4
SPATA45	507	3
SPATA5	8156	16
SPATA5L1	2811	9
SPATA6	5074	14
SPATA6L	3516	10
SPATA7	2025	12
SPATA8	1460	6
SPATA8-AS1	794	6
SPATA9	3445	13
SPATC1	2041	5
SPATC1L	2321	5
SPATS1	1117	9
SPATS2	5424	17
SPATS2L	7410	16
SPC24	659	5
SPC25	1205	6
SPCS1	1088	4
SPCS2	2713	5
SPCS3	4601	5
SPDEF	1920	6
SPDL1	2679	12
SPDYA	2463	9
SPDYC	889	7
SPDYE1	2657	7
SPDYE2	1992	9
SPDYE2B	1992	9
SPDYE3	2316	7
SPDYE4	929	6
SPDYE5	3155	8
SPDYE6	3153	8
SPDYE7P	1070	6
SPDYE8P	2892	8
SPECC1	7089	19
SPECC1L	7193	19
SPECC1L-ADORA2A	6309	20
SPEF1	1594	7
SPEF2	6733	35
SPEG	10936	39
SPEM1	985	3
SPEN	12127	14
SPERT	1672	4
SPESP1	1433	2
SPG11	7099	35
SPG20	5604	13
SPG20-AS1	783	6
SPG21	1943	10
SPG7	3860	16
SPHAR	1123	1
SPHK1	3033	9
SPHK2	3551	10
SPHKAP	6925	12
SPI1	1511	6
SPIB	3801	8
SPIC	975	4
SPICE1	5466	18
SPIDR	3439	21
SPIN1	4540	6
SPIN2A	1321	2
SPIN2B	3704	8
SPIN3	5813	6
SPIN4	4113	1
SPINK1	615	5
SPINK13	514	5
SPINK14	298	4
SPINK2	1832	9
SPINK4	372	4
SPINK5	1642	15
SPINK6	973	6
SPINK7	553	4
SPINK8	445	5
SPINK9	457	4
SPINT1	2931	11
SPINT2	1809	7
SPINT3	478	2
SPINT4	383	3
SPIRE1	5544	18
SPIRE2	3259	15
SPN	7040	3
SPNS1	3074	15
SPNS2	4295	12
SPNS3	1838	11
SPO11	1830	13
SPOCD1	4531	15
SPOCK1	4722	10
SPOCK2	6512	12
SPOCK3	3685	14
SPON1	5153	16
SPON2	2765	11
SPOP	3031	12
SPOPL	5745	11
SPP1	1822	8
SPP2	1027	8
SPPL2A	2018	15
SPPL2B	3991	16
SPPL2C	2184	1
SPPL3	4140	11
SPR	1462	3
SPRED1	7262	7
SPRED2	4657	7
SPRED3	5292	7
SPRN	3175	2
SPRNP1	2243	2
SPRR1A	1261	3
SPRR1B	621	2
SPRR2A	679	2
SPRR2B	677	2
SPRR2C	680	2
SPRR2D	684	2
SPRR2E	683	2
SPRR2F	673	2
SPRR2G	652	2
SPRR3	989	3
SPRR4	747	2
SPRTN	7314	6
SPRY1	3046	5
SPRY2	2112	2
SPRY3	9356	4
SPRY4	5587	5
SPRY4-IT1	690	1
SPRYD3	2943	11
SPRYD4	2107	2
SPRYD7	3223	5
SPSB1	3120	3
SPSB2	2081	5
SPSB3	1551	7
SPSB4	2911	3
SPTA1	7065	45
SPTAN1	7094	51
SPTB	10328	35
SPTBN1	12837	36
SPTBN2	7729	36
SPTBN4	9247	37
SPTBN5	10394	59
SPTLC1	4664	16
SPTLC2	8176	12
SPTLC3	3857	12
SPTSSA	2536	2
SPTSSB	2309	3
SPTY2D1	5740	6
SPTY2D1-AS1	1442	5
SPX	589	6
SPZ1	1872	1
SQLE	2902	10
SQRDL	2191	12
SQSTM1	3347	11
SRA1	2452	7
SRBD1	3606	20
SRC	4256	15
SRCAP	9574	29
SRCIN1	6821	18
SRD5A1	2269	5
SRD5A1P1	2156	1
SRD5A2	2450	5
SRD5A3	4086	5
SRD5A3-AS1	930	4
SREBF1	5021	20
SREBF2	5272	19
SREK1	9089	16
SREK1IP1	6858	5
SRF	4275	8
SRFBP1	2844	8
SRGAP1	8361	21
SRGAP2	8010	21
SRGAP2-AS1	2508	4
SRGAP2B	5934	6
SRGAP2C	2468	7
SRGAP2D	3874	7
SRGAP3	9015	23
SRGAP3-AS3	1228	5
SRGN	1257	3
SRI	2474	10
SRL	4220	6
SRM	1281	8
SRMS	2410	8
SRP14	1283	7
SRP14-AS1	3737	8
SRP19	3984	7
SRP54	2297	16
SRP68	3174	17
SRP72	3895	19
SRP9	1624	4
SRPK1	4437	16
SRPK2	4110	19
SRPK3	2108	16
SRPR	2941	13
SRPRB	2835	8
SRPX	1790	9
SRPX2	2078	10
SRR	2425	7
SRRD	1300	7
SRRM1	4439	20
SRRM2	9253	14
SRRM2-AS1	1713	9
SRRM3	3719	16
SRRM4	8490	13
SRRM5	2399	1
SRRT	3090	21
SRSF1	14639	7
SRSF10	22549	13
SRSF11	4440	15
SRSF12	3604	5
SRSF2	4427	5
SRSF3	3607	7
SRSF4	2536	6
SRSF5	1795	9
SRSF6	4021	7
SRSF7	2497	8
SRSF8	8226	3
SRSF9	1167	4
SRXN1	2691	2
SRY	888	1
SS18	3570	12
SS18L1	7648	16
SS18L2	818	3
SSB	2066	12
SSBP1	1879	12
SSBP2	4479	17
SSBP3	3272	18
SSBP3-AS1	2622	1
SSBP4	1733	17
SSC4D	2659	9
SSC5D	4505	13
SSFA2	9214	20
SSH1	9752	17
SSH2	10136	19
SSH3	2892	14
SSMEM1	1159	3
SSNA1	944	3
SSPN	4731	4
SSPO	12017	81
SSR1	9844	9
SSR2	1130	6
SSR3	4707	8
SSR4	1307	10
SSR4P1	2258	1
SSRP1	2836	17
SSSCA1	1089	5
SSSCA1-AS1	1195	1
SST	634	2
SSTR1	4294	3
SSTR2	2966	2
SSTR3	4302	3
SSTR4	1259	1
SSTR5	5334	3
SSTR5-AS1	2937	4
SSU72	1308	5
SSUH2	2264	15
SSX1	1393	9
SSX2	2192	11
SSX2B	2075	10
SSX2IP	6228	16
SSX3	1327	8
SSX4	1225	8
SSX4B	1236	8
SSX5	1393	9
SSX6	1294	8
SSX7	1348	8
SSX8	1455	8
SSX9	585	5
ST13	3640	13
ST13P4	1599	1
ST14	3319	19
ST18	6292	25
ST20	1578	6
ST20-AS1	2085	1
ST20-MTHFS	2286	4
ST3GAL1	7661	11
ST3GAL2	4457	7
ST3GAL3	3234	18
ST3GAL4	2653	14
ST3GAL4-AS1	754	2
ST3GAL5	3701	9
ST3GAL5-AS1	1119	3
ST3GAL6	3951	13
ST3GAL6-AS1	774	5
ST5	4729	24
ST6GAL1	4741	9
ST6GAL2	7076	8
ST6GALNAC1	2724	10
ST6GALNAC2	2114	9
ST6GALNAC3	3627	6
ST6GALNAC4	1697	6
ST6GALNAC5	2037	5
ST6GALNAC6	4631	11
ST7	3176	17
ST7-AS1	1889	1
ST7-AS2	2417	12
ST7-OT3	959	8
ST7-OT4	1577	5
ST7L	5233	18
ST8SIA1	9719	5
ST8SIA2	5632	6
ST8SIA3	10157	4
ST8SIA4	7618	6
ST8SIA5	2738	7
ST8SIA6	1406	8
ST8SIA6-AS1	560	3
STAB1	5754	49
STAB2	6198	50
STAC	3094	11
STAC2	3189	10
STAC3	1499	10
STAG1	4732	30
STAG2	6427	35
STAG3	4734	35
STAG3L1	3311	14
STAG3L2	1892	8
STAG3L3	2176	9
STAG3L4	2208	6
STAG3L5P	733	4
STAG3L5P-PVRIG2P-PILRB	4618	22
STAM	3894	14
STAM-AS1	2636	1
STAM2	5715	14
STAMBP	6993	13
STAMBPL1	2105	11
STAP1	1520	9
STAP2	1626	14
STAR	2702	7
STARD10	1995	7
STARD13	8435	23
STARD13-AS	648	3
STARD3	2949	16
STARD3NL	1674	8
STARD4	5939	10
STARD4-AS1	5532	7
STARD5	1322	6
STARD6	669	6
STARD7	3387	8
STARD7-AS1	2487	4
STARD8	5149	16
STARD9	15085	28
STAT1	4585	25
STAT2	4574	24
STAT3	5316	26
STAT4	2920	23
STAT5A	4764	19
STAT5B	4981	18
STAT6	4204	21
STATH	606	6
STAU1	3930	15
STAU2	6068	17
STAU2-AS1	2071	3
STBD1	2953	2
STC1	3881	4
STC2	5347	4
STEAP1	1318	5
STEAP1B	2155	7
STEAP2	8157	11
STEAP2-AS1	630	3
STEAP3	4359	7
STEAP3-AS1	3220	2
STEAP4	4578	6
STH	446	1
STIL	5715	22
STIM1	4295	13
STIM2	5081	13
STIP1	2847	15
STK10	6038	19
STK11	3286	10
STK11IP	3240	22
STK16	3180	9
STK17A	3940	7
STK17B	5315	8
STK19	2927	12
STK24	4998	12
STK25	3682	16
STK26	3401	13
STK3	3510	15
STK31	3997	25
STK32A	5324	15
STK32B	3633	13
STK32C	2131	12
STK33	3052	16
STK35	6415	4
STK36	4826	27
STK38	3654	14
STK38L	4985	13
STK39	3292	18
STK4	6211	10
STK4-AS1	2119	3
STK40	3887	12
STKLD1	3778	18
STMN1	3610	8
STMN2	2311	6
STMN3	2915	7
STMN4	2403	8
STMND1	1327	5
STOM	6624	12
STOML1	2464	10
STOML2	1477	11
STOML3	2006	8
STON1	5638	5
STON1-GTF2A1L	4145	13
STON2	14540	9
STOX1	3985	7
STOX2	4658	4
STPG1	3058	11
STPG2	1390	9
STPG2-AS1	543	6
STRA13	876	6
STRA6	5669	25
STRA8	1002	9
STRADA	4311	16
STRADB	3155	13
STRAP	1915	10
STRBP	6662	21
STRC	5544	29
STRIP1	3340	21
STRIP2	5853	21
STRN	13822	16
STRN3	4098	17
STRN4	3324	19
STS	6264	9
STT3A	3986	17
STT3B	4553	16
STUB1	1902	8
STX10	2055	11
STX11	5506	2
STX12	3088	9
STX16	6241	14
STX16-NPEPL1	4071	23
STX17	6916	8
STX17-AS1	555	3
STX18	2051	10
STX18-AS1	2313	5
STX18-IT1	546	4
STX19	1158	2
STX1A	2126	10
STX1B	4533	8
STX2	3325	9
STX3	6486	11
STX4	2273	15
STX5	2581	11
STX6	4984	7
STX7	4280	10
STX8	976	8
STXBP1	3987	20
STXBP2	2068	21
STXBP3	2522	19
STXBP4	5971	17
STXBP5	9158	27
STXBP5-AS1	3083	11
STXBP5L	9393	28
STXBP6	4988	9
STYK1	3006	11
STYX	4921	12
STYXL1	1278	8
SUB1	3512	5
SUCLA2	2175	11
SUCLG1	1466	9
SUCLG2	2675	12
SUCLG2-AS1	2758	9
SUCNR1	1653	3
SUCO	6316	24
SUDS3	4740	12
SUFU	5223	12
SUGCT	1806	17
SUGP1	1870	12
SUGP2	4920	11
SUGT1	1708	13
SUGT1P1	774	5
SUGT1P3	1052	3
SULF1	5794	22
SULF2	4345	22
SULT1A1	2854	13
SULT1A2	1407	9
SULT1A3	1928	9
SULT1A4	1928	9
SULT1B1	1317	8
SULT1C2	2840	9
SULT1C2P1	1878	4
SULT1C3	922	7
SULT1C4	1671	7
SULT1E1	1788	8
SULT2A1	1993	6
SULT2B1	1556	8
SULT4A1	2472	7
SULT6B1	941	7
SUMF1	2170	9
SUMF2	2063	9
SUMO1	2227	7
SUMO1P1	1210	1
SUMO1P3	1207	1
SUMO2	1070	4
SUMO3	2055	5
SUMO4	689	1
SUN1	4929	23
SUN2	4277	20
SUN3	1766	13
SUN5	1265	13
SUOX	2468	6
SUPT16H	4465	24
SUPT20H	3679	28
SUPT20HL1	2665	1
SUPT20HL2	2455	1
SUPT3H	4522	13
SUPT4H1	1708	6
SUPT5H	3757	28
SUPT6H	5354	33
SUPT7L	6126	9
SUPV3L1	2584	15
SURF1	1052	9
SURF2	959	7
SURF4	5548	10
SURF6	2671	8
SUSD1	3442	17
SUSD2	3198	15
SUSD3	1332	6
SUSD4	3228	10
SUSD5	5010	5
SUSD6	5399	6
SUV39H1	3061	7
SUV39H2	3596	9
SUV420H1	7901	16
SUV420H2	2318	9
SUZ12	4493	16
SUZ12P1	736	8
SV2A	4635	13
SV2B	11635	14
SV2C	11482	13
SVBP	801	3
SVEP1	10766	38
SVIL	7913	36
SVIL-AS1	10277	11
SVILP1	1536	9
SVIP	1393	4
SVOP	6281	15
SVOPL	1752	15
SWAP70	4894	12
SWI5	986	5
SWSAP1	1664	2
SWT1	3971	20
SYAP1	3616	10
SYBU	5042	15
SYCE1	1766	15
SYCE1L	827	10
SYCE2	939	6
SYCE3	445	3
SYCN	484	2
SYCP1	3585	31
SYCP2	5147	39
SYCP2L	3159	30
SYCP3	1397	11
SYDE1	3453	9
SYDE2	4718	7
SYF2	1784	7
SYK	5298	15
SYMPK	4063	26
SYN1	4285	14
SYN2	5781	15
SYN3	3787	16
SYNC	3498	5
SYNCRIP	14265	18
SYNDIG1	2527	4
SYNDIG1L	2611	4
SYNE1	19449	94
SYNE1-AS1	719	2
SYNE2	16950	83
SYNE3	2792	14
SYNE4	2005	10
SYNGAP1	5760	17
SYNGR1	5363	6
SYNGR2	1698	4
SYNGR3	2055	4
SYNGR4	1020	5
SYNJ1	7180	32
SYNJ2	7596	27
SYNJ2-IT1	602	3
SYNJ2BP	7064	4
SYNJ2BP-COX16	2034	7
SYNM	12653	6
SYNPO	10618	7
SYNPO2	17641	8
SYNPO2L	5091	5
SYNPR	2994	7
SYNPR-AS1	563	5
SYNRG	8723	24
SYP	2440	7
SYP-AS1	671	2
SYPL1	2548	7
SYPL2	3785	6
SYS1	5553	7
SYS1-DBNDD2	1202	5
SYT1	5399	14
SYT10	3293	7
SYT11	5284	4
SYT12	3727	9
SYT13	5383	8
SYT14	5579	12
SYT14P1	2630	2
SYT15	5778	10
SYT16	3143	6
SYT17	3234	8
SYT2	7620	9
SYT3	3802	13
SYT4	4100	4
SYT5	2853	11
SYT6	4602	9
SYT7	6543	11
SYT8	1873	10
SYT9	3965	7
SYTL1	1785	14
SYTL2	5664	24
SYTL3	3085	19
SYTL4	3798	17
SYTL5	4792	18
SYVN1	3239	17
SZRD1	4024	6
SZT2	12387	59
T	2721	9
TAAR1	1021	1
TAAR2	2003	3
TAAR3	1079	1
TAAR5	1148	1
TAAR6	1039	1
TAAR8	1030	1
TAAR9	1050	1
TAB1	3874	12
TAB2	4880	12
TAB3	6798	11
TAC1	1195	7
TAC3	963	8
TAC4	786	6
TACC1	8302	14
TACC2	10879	28
TACC3	2853	16
TACO1	1474	5
TACR1	5196	6
TACR2	2421	5
TACR3	1758	5
TACSTD2	2073	1
TADA1	2255	8
TADA2A	2035	16
TADA2B	4312	2
TADA3	4627	13
TAF1	9973	41
TAF10	822	5
TAF11	1567	5
TAF12	1558	7
TAF13	581	4
TAF15	2284	17
TAF1A	2444	13
TAF1A-AS1	1114	4
TAF1B	2159	14
TAF1C	4935	21
TAF1D	1317	6
TAF1L	6217	1
TAF2	4935	25
TAF3	3305	7
TAF4	4401	13
TAF4B	4601	17
TAF5	3100	10
TAF5L	6846	6
TAF6	3183	18
TAF6L	2126	11
TAF7	2296	1
TAF7L	2368	13
TAF8	4332	9
TAF9	1586	4
TAF9B	2696	7
TAGAP	4572	12
TAGLN	1672	6
TAGLN2	1761	7
TAGLN3	2121	7
TAL1	5112	9
TAL2	649	1
TALDO1	1251	8
TAMM41	2777	11
TANC1	7749	29
TANC2	11564	23
TANGO2	3191	14
TANGO6	4836	18
TANK	3185	10
TAOK1	11896	19
TAOK2	8384	21
TAOK3	4405	21
TAP1	3157	12
TAP2	9800	16
TAPBP	6209	10
TAPBPL	1825	7
TAPT1	4602	14
TAPT1-AS1	4431	4
TARBP1	4962	28
TARBP2	2246	12
TARDBP	4223	6
TARID	2993	9
TARM1	902	5
TARP	1031	4
TARS	3289	23
TARS2	2886	20
TARSL2	3313	19
TAS1R1	2801	6
TAS1R2	2527	6
TAS1R3	2565	6
TAS2R1	1356	1
TAS2R10	925	1
TAS2R13	1638	1
TAS2R14	955	1
TAS2R16	997	1
TAS2R19	1003	1
TAS2R20	1915	1
TAS2R3	1102	1
TAS2R30	961	1
TAS2R31	1022	1
TAS2R38	1144	1
TAS2R39	1018	1
TAS2R4	901	1
TAS2R40	973	1
TAS2R41	925	1
TAS2R42	946	1
TAS2R43	1028	1
TAS2R46	931	1
TAS2R5	1151	1
TAS2R50	1001	1
TAS2R60	958	1
TAS2R7	1097	1
TAS2R8	931	1
TAS2R9	1076	1
TASP1	2253	13
TAT	2769	12
TAT-AS1	814	4
TATDN1	1096	12
TATDN2	4915	8
TATDN3	4560	13
TAX1BP1	3583	18
TAX1BP3	1387	4
TAZ	2581	13
TBATA	1594	11
TBC1D1	6780	25
TBC1D10A	2128	10
TBC1D10B	3297	9
TBC1D10C	2378	14
TBC1D12	5762	13
TBC1D13	3915	12
TBC1D14	5333	17
TBC1D15	5789	18
TBC1D16	11591	16
TBC1D17	2271	16
TBC1D19	2988	19
TBC1D2	3898	15
TBC1D20	5425	11
TBC1D21	1158	10
TBC1D22A	5049	18
TBC1D22A-AS1	1952	1
TBC1D22B	3676	14
TBC1D23	3905	19
TBC1D24	6603	8
TBC1D25	3818	6
TBC1D26	1775	14
TBC1D28	1988	10
TBC1D29	673	5
TBC1D2B	9400	14
TBC1D3	2274	14
TBC1D30	7666	11
TBC1D31	3149	19
TBC1D32	6015	35
TBC1D3B	2124	14
TBC1D3C	2119	14
TBC1D3F	2093	14
TBC1D3H	2149	14
TBC1D3K	2079	14
TBC1D3L	2093	14
TBC1D3P1-DHX40P1	1141	12
TBC1D3P2	2076	14
TBC1D3P5	3096	13
TBC1D4	6233	20
TBC1D5	8038	24
TBC1D7	1733	10
TBC1D8	3925	19
TBC1D8B	6079	21
TBC1D9	5507	21
TBC1D9B	5135	21
TBCA	3199	6
TBCB	1865	8
TBCC	1652	1
TBCCD1	3161	9
TBCD	4275	37
TBCE	2010	16
TBCEL	4099	9
TBCK	5372	27
TBK1	3005	20
TBKBP1	4143	9
TBL1X	6038	20
TBL1XR1	6566	16
TBL1Y	2426	19
TBL2	3045	7
TBL3	2308	19
TBP	1912	8
TBPL1	1897	8
TBPL2	1302	7
TBR1	3192	6
TBRG1	5171	9
TBRG4	2790	13
TBX1	2695	11
TBX10	1460	7
TBX15	3503	8
TBX18	6074	8
TBX19	2767	7
TBX2	3387	7
TBX2-AS1	1351	4
TBX20	1914	9
TBX21	2578	6
TBX22	2812	11
TBX3	4791	8
TBX4	2478	8
TBX5	4372	10
TBX5-AS1	3641	3
TBX6	1811	9
TBXA2R	3374	5
TBXAS1	2707	18
TC2N	5666	14
TCAF1	6276	12
TCAF2	6382	12
TCAF2P1	2273	5
TCAIM	5662	14
TCAM1P	3323	6
TCAP	965	2
TCEA1	3175	12
TCEA2	2375	12
TCEA3	1697	10
TCEAL1	1353	5
TCEAL2	1104	3
TCEAL3	1282	4
TCEAL4	3483	10
TCEAL5	1169	3
TCEAL6	1535	3
TCEAL7	1187	3
TCEAL8	1215	3
TCEANC	3413	6
TCEANC2	8066	7
TCEB1	2521	9
TCEB2	1296	6
TCEB3	4841	10
TCEB3-AS1	1088	4
TCEB3B	3047	1
TCEB3C	1878	1
TCEB3CL	1642	1
TCEB3CL2	1878	1
TCERG1	4223	22
TCERG1L	2539	11
TCERG1L-AS1	474	2
TCF12	7428	23
TCF15	1229	2
TCF19	5617	6
TCF20	7314	5
TCF21	4482	5
TCF23	789	3
TCF24	2454	4
TCF25	2277	18
TCF3	6637	19
TCF4	11486	34
TCF7	8807	16
TCF7L1	2845	11
TCF7L2	4347	18
TCFL5	4201	8
TCHH	6998	3
TCHHL1	3606	3
TCHP	3324	14
TCIRG1	3241	21
TCL1A	1675	6
TCL1B	1170	4
TCL6	3315	8
TCN1	1576	9
TCN2	2171	10
TCOF1	5626	26
TCONS_00029157	2892	2
TCP1	2465	12
TCP10	1281	8
TCP10L	2702	5
TCP10L2	2193	8
TCP11	2037	11
TCP11L1	3020	11
TCP11L2	2780	11
TCP11X2	1757	10
TCTA	2150	3
TCTE1	1688	5
TCTE3	751	4
TCTEX1D1	2269	5
TCTEX1D2	684	5
TCTEX1D4	1270	2
TCTN1	2470	17
TCTN2	3124	19
TCTN3	2753	14
TDG	3254	10
TDGF1	2199	7
TDGF1P3	2711	1
TDH	1366	9
TDO2	1623	11
TDP1	3764	17
TDP2	1932	7
TDRD1	4195	24
TDRD10	3012	13
TDRD12	1630	13
TDRD15	7164	4
TDRD3	3226	15
TDRD5	4819	22
TDRD6	8981	4
TDRD7	3643	16
TDRD9	4636	34
TDRG1	1087	2
TDRKH	3698	18
TDRP	5596	6
TEAD1	9275	12
TEAD2	3438	17
TEAD3	3004	13
TEAD4	2268	14
TEC	3638	18
TECPR1	5497	24
TECPR2	9095	20
TECR	1382	15
TECRL	2826	12
TECTA	6491	23
TECTB	2727	9
TEDDM1	2501	1
TEF	4668	5
TEFM	1343	4
TEK	4682	22
TEKT1	1421	8
TEKT2	1374	9
TEKT3	1793	9
TEKT4	2296	7
TEKT4P2	3221	6
TEKT5	1616	7
TELO2	3186	19
TEN1	1001	4
TEN1-CDK3	3340	10
TENM1	13076	33
TENM2	9674	29
TENM3	10837	27
TENM4	13098	31
TEP1	9451	46
TEPP	1632	8
TERC	452	1
TERF1	2970	10
TERF2	2993	10
TERF2IP	2181	3
TERT	4029	16
TES	2866	8
TESC	1095	9
TESC-AS1	468	3
TESK1	2526	10
TESK2	3087	11
TESPA1	4319	14
TET1	9596	12
TET2	18880	13
TET2-AS1	760	6
TET3	11398	11
TEX10	3632	18
TEX101	1749	10
TEX11	2792	27
TEX12	1149	5
TEX13A	1843	6
TEX13B	1251	3
